comarca_id,municipio_id,year
10073.0,12718.0,2018
10090.0,10090.0,2018
10111.0,10111.0,2018
10111.0,10308.0,2018
10138.0,10138.0,2018
10138.0,10847.0,2018
10154.0,10154.0,2018
10154.0,12599.0,2018
10170.0,10170.0,2018
10197.0,10197.0,2018
10197.0,10812.0,2018
10219.0,10219.0,2018
10219.0,10880.0,2018
10235.0,10120.0,2018
10235.0,10235.0,2018
10235.0,10669.0,2018
10278.0,10278.0,2018
10278.0,10405.0,2018
10294.0,10294.0,2018
10316.0,10316.0,2018
10332.0,10332.0,2018
10332.0,12068.0,2018
10359.0,10359.0,2018
10359.0,11088.0,2018
10359.0,12629.0,2018
10367.0,10146.0,2018
10367.0,10367.0,2018
10375.0,10375.0,2018
10375.0,10766.0,2018
10391.0,10065.0,2018
10391.0,10391.0,2018
10391.0,12670.0,2018
10391.0,12688.0,2018
10413.0,10413.0,2018
10413.0,11894.0,2018
10413.0,12637.0,2018
10430.0,10430.0,2018
10430.0,10545.0,2018
10430.0,10928.0,2018
10430.0,12394.0,2018
10456.0,10456.0,2018
10456.0,10642.0,2018
10456.0,12262.0,2018
10456.0,12530.0,2018
10472.0,10472.0,2018
10472.0,12149.0,2018
10472.0,12360.0,2018
10499.0,10499.0,2018
10499.0,10804.0,2018
10510.0,10103.0,2018
10510.0,10510.0,2018
10510.0,11975.0,2018
10510.0,12416.0,2018
10537.0,10537.0,2018
10537.0,12696.0,2018
10553.0,10553.0,2018
10553.0,12505.0,2018
10570.0,10570.0,2018
10570.0,12041.0,2018
10596.0,10596.0,2018
10618.0,10618.0,2018
10618.0,11479.0,2018
10618.0,11851.0,2018
10618.0,12084.0,2018
10634.0,10634.0,2018
10634.0,12203.0,2018
10650.0,10650.0,2018
10650.0,12424.0,2018
10693.0,10693.0,2018
10715.0,10200.0,2018
10715.0,10715.0,2018
10731.0,10731.0,2018
10731.0,12459.0,2018
10774.0,10774.0,2018
10790.0,10790.0,2018
10839.0,10839.0,2018
10839.0,11290.0,2018
10855.0,10022.0,2018
10855.0,10855.0,2018
10855.0,12050.0,2018
10871.0,10251.0,2018
10871.0,10871.0,2018
10871.0,12610.0,2018
10898.0,10898.0,2018
10936.0,10936.0,2018
10952.0,10952.0,2018
10979.0,10979.0,2018
10995.0,10995.0,2018
10995.0,12556.0,2018
11010.0,10758.0,2018
11010.0,11010.0,2018
11010.0,11797.0,2018
11010.0,12289.0,2018
11037.0,10383.0,2018
11037.0,10723.0,2018
11037.0,11037.0,2018
11037.0,12467.0,2018
11053.0,10162.0,2018
11053.0,11053.0,2018
11070.0,11070.0,2018
11070.0,12475.0,2018
11096.0,11096.0,2018
11118.0,11118.0,2018
11134.0,11134.0,2018
11134.0,12572.0,2018
11150.0,11150.0,2018
11150.0,12408.0,2018
11150.0,12440.0,2018
11177.0,11177.0,2018
11193.0,11193.0,2018
11215.0,10987.0,2018
11215.0,11215.0,2018
11231.0,11231.0,2018
11274.0,11258.0,2018
11274.0,11274.0,2018
11274.0,12580.0,2018
11312.0,11312.0,2018
11339.0,11339.0,2018
11339.0,12017.0,2018
11355.0,11355.0,2018
11398.0,10227.0,2018
11398.0,10464.0,2018
11398.0,11398.0,2018
11398.0,11932.0,2018
11398.0,12025.0,2018
11398.0,12343.0,2018
11398.0,12700.0,2018
11436.0,11436.0,2018
11436.0,12335.0,2018
11436.0,12378.0,2018
11436.0,12548.0,2018
11452.0,11452.0,2018
11495.0,11495.0,2018
11517.0,11517.0,2018
11517.0,12300.0,2018
11533.0,10820.0,2018
11533.0,11533.0,2018
11550.0,10286.0,2018
11550.0,10421.0,2018
11550.0,11550.0,2018
11550.0,12122.0,2018
11550.0,12327.0,2018
11576.0,10863.0,2018
11576.0,11410.0,2018
11576.0,11576.0,2018
11576.0,12246.0,2018
11592.0,10480.0,2018
11592.0,10677.0,2018
11592.0,10782.0,2018
11592.0,10944.0,2018
11592.0,11592.0,2018
11592.0,11878.0,2018
11592.0,12033.0,2018
11592.0,12513.0,2018
11592.0,12734.0,2018
11614.0,11614.0,2018
11630.0,11630.0,2018
11630.0,12319.0,2018
11657.0,10529.0,2018
11657.0,11657.0,2018
11657.0,12009.0,2018
11673.0,10006.0,2018
11673.0,11673.0,2018
11690.0,10740.0,2018
11690.0,11690.0,2018
11738.0,11738.0,2018
11754.0,11754.0,2018
11770.0,10049.0,2018
11770.0,11770.0,2018
11819.0,11819.0,2018
11819.0,12564.0,2018
11835.0,11835.0,2018
11916.0,10448.0,2018
11916.0,11711.0,2018
11916.0,11916.0,2018
11916.0,12661.0,2018
11959.0,11959.0,2018
11959.0,12653.0,2018
11991.0,10340.0,2018
11991.0,10707.0,2018
11991.0,10960.0,2018
11991.0,11991.0,2018
11991.0,12351.0,2018
11991.0,12386.0,2018
11991.0,12491.0,2018
12076.0,12076.0,2018
12076.0,12106.0,2018
12092.0,10014.0,2018
12092.0,12092.0,2018
